"go"	"desc"	"cat"	"count"	"pct"	"p"	"total"	"pop_hit"	"pop_total"	"fold"	"bonferroni"	"benjamini"	"fdr"	"group"
"GO:0005819"	"spindle"	"GOTERM_CC_DIRECT"	5	2.24215246636771	0.0567172950707858	218	121	18224	3.45439381302601	0.999999996188452	0.464915185210135	54.7201000596747	"same"
"GO:0006915"	"apoptotic process"	"GOTERM_BP_DIRECT"	13	5.82959641255605	0.0579474457290085	214	567	16792	1.79907366200201	1	0.649455145888903	61.7444717258501	"same"
"GO:0005770"	"late endosome"	"GOTERM_CC_DIRECT"	5	2.24215246636771	0.0581172514147703	218	122	18224	3.42607910964055	0.999999997672168	0.462699504888958	55.6235251835557	"same"
"GO:0071392"	"cellular response to estradiol stimulus"	"GOTERM_BP_DIRECT"	3	1.34529147982063	0.0585545852229832	214	31	16792	7.59360868254447	1	0.647876416376013	62.1394142593363	"same"
"GO:0007049"	"cell cycle"	"GOTERM_BP_DIRECT"	7	3.1390134529148	0.058649366360849	214	217	16792	2.53120289418149	1	0.643042836404768	62.2007229369681	"same"
"GO:0043141"	"ATP-dependent 5'-3' DNA helicase activity"	"GOTERM_MF_DIRECT"	2	0.896860986547085	0.0618051948968427	215	5	16881	31.406511627907	0.999999999994364	0.554889601274862	59.007518332741	"same"
"GO:0006366"	"transcription from RNA polymerase II promoter"	"GOTERM_BP_DIRECT"	12	5.38116591928251	0.0626278075122221	214	513	16792	1.83549215718424	1	0.662554127228061	64.6917733940699	"same"
"GO:0032040"	"small-subunit processome"	"GOTERM_CC_DIRECT"	3	1.34529147982063	0.0649752294239911	218	35	18224	7.1653997378768	0.999999999794281	0.491298677027449	59.812846539526	"same"
"GO:0005669"	"transcription factor TFIID complex"	"GOTERM_CC_DIRECT"	3	1.34529147982063	0.0682735970957343	218	36	18224	6.96636085626911	0.999999999936357	0.498685480088963	61.6944146784159	"same"
"GO:0046777"	"protein autophosphorylation"	"GOTERM_BP_DIRECT"	6	2.69058295964126	0.0683142519297421	214	172	16792	2.73723103673115	1	0.690122581395605	67.9861100976911	"same"
"GO:0030496"	"midbody"	"GOTERM_CC_DIRECT"	5	2.24215246636771	0.0684290548104298	218	129	18224	3.24016784012517	0.999999999939787	0.489505398972243	61.7810492481989	"same"
"GO:0097255"	"R2TP complex"	"GOTERM_CC_DIRECT"	2	0.896860986547085	0.0693601643468001	218	6	18224	27.8654434250765	0.999999999956798	0.48465587210732	62.2961569935144	"same"
"GO:0000127"	"transcription factor TFIIIC complex"	"GOTERM_CC_DIRECT"	2	0.896860986547085	0.0693601643468001	218	6	18224	27.8654434250765	0.999999999956798	0.48465587210732	62.2961569935144	"same"
"GO:0008134"	"transcription factor binding"	"GOTERM_MF_DIRECT"	8	3.58744394618834	0.0703963193149932	215	284	16881	2.21172617097936	0.999999999999865	0.59265039602738	63.9538945817537	"same"
"GO:0000776"	"kinetochore"	"GOTERM_CC_DIRECT"	4	1.79372197309417	0.0723722583233822	218	81	18224	4.12821384075207	0.999999999985274	0.490381312699481	63.9187874398761	"same"
"GO:0070087"	"chromo shadow domain binding"	"GOTERM_MF_DIRECT"	2	0.896860986547085	0.0737021899380707	215	6	16881	26.1720930232558	0.999999999999968	0.599166978488963	65.7049693016175	"same"
"GO:0042797"	"tRNA transcription from RNA polymerase III promoter"	"GOTERM_BP_DIRECT"	2	0.896860986547085	0.0737452448356705	214	6	16792	26.1557632398754	1	0.713641717357136	70.8613917106639	"same"
"GO:0042791"	"5S class rRNA transcription from RNA polymerase III type 1 promoter"	"GOTERM_BP_DIRECT"	2	0.896860986547085	0.0737452448356705	214	6	16792	26.1557632398754	1	0.713641717357136	70.8613917106639	"same"
"GO:0060056"	"mammary gland involution"	"GOTERM_BP_DIRECT"	2	0.896860986547085	0.0737452448356705	214	6	16792	26.1557632398754	1	0.713641717357136	70.8613917106639	"same"
"GO:0036289"	"peptidyl-serine autophosphorylation"	"GOTERM_BP_DIRECT"	2	0.896860986547085	0.0737452448356705	214	6	16792	26.1557632398754	1	0.713641717357136	70.8613917106639	"same"
"GO:0005622"	"intracellular"	"GOTERM_CC_DIRECT"	23	10.3139013452915	0.0743153092953546	218	1332	18224	1.44348017742513	0.999999999992659	0.490677061071944	64.9309344735902	"same"
"GO:0003729"	"mRNA binding"	"GOTERM_MF_DIRECT"	5	2.24215246636771	0.0747597818685854	215	125	16881	3.1406511627907	0.99999999999998	0.593975512405417	66.2482664601609	"same"
"GO:0006446"	"regulation of translational initiation"	"GOTERM_BP_DIRECT"	3	1.34529147982063	0.0761677359359101	214	36	16792	6.53894080996885	1	0.720652431244961	72.0641697253914	"same"
"GO:0042769"	"DNA damage response, detection of DNA damage"	"GOTERM_BP_DIRECT"	3	1.34529147982063	0.0761677359359101	214	36	16792	6.53894080996885	1	0.720652431244961	72.0641697253914	"same"
"GO:0071541"	"eukaryotic translation initiation factor 3 complex, eIF3m"	"GOTERM_CC_DIRECT"	2	0.896860986547085	0.0804452913788347	218	7	18224	23.8846657929227	0.999999999999191	0.510286121007135	67.9543137314646	"same"
"GO:0043025"	"neuronal cell body"	"GOTERM_CC_DIRECT"	8	3.58744394618834	0.0835491012504513	218	315	18224	2.12308140381535	0.999999999999737	0.515262775192776	69.3913155370153	"same"
"GO:0016887"	"ATPase activity"	"GOTERM_MF_DIRECT"	6	2.69058295964126	0.0837615193998314	215	183	16881	2.57430423179565	1	0.627144446633752	70.5595345706062	"same"
"GO:0000492"	"box C/D snoRNP assembly"	"GOTERM_BP_DIRECT"	2	0.896860986547085	0.0854986263987405	214	7	16792	22.4192256341789	1	0.758044619768069	76.2756196865486	"same"
"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to ER"	"GOTERM_BP_DIRECT"	4	1.79372197309417	0.0861991777720739	214	82	16792	3.82767266925006	1	0.756302798798395	76.5664762515679	"same"
"GO:0016301"	"kinase activity"	"GOTERM_MF_DIRECT"	7	3.1390134529148	0.0869317528032621	215	241	16881	2.2805558236032	1	0.631359437145297	71.9519065205838	"same"
"GO:0016055"	"Wnt signaling pathway"	"GOTERM_BP_DIRECT"	6	2.69058295964126	0.0899014543669155	214	187	16792	2.51766704982758	1	0.766772518550908	78.0488613299521	"same"
"GO:0004386"	"helicase activity"	"GOTERM_MF_DIRECT"	4	1.79372197309417	0.0934677636856166	215	85	16881	3.69488372093023	1	0.649511562832507	74.6317042557073	"same"
"GO:0050821"	"protein stabilization"	"GOTERM_BP_DIRECT"	5	2.24215246636771	0.0949394439286271	214	136	16792	2.88482682792743	1	0.781559088121706	79.9251954938458	"same"
"GO:0006289"	"nucleotide-excision repair"	"GOTERM_BP_DIRECT"	3	1.34529147982063	0.0952062334494972	214	41	16792	5.74150900387508	1	0.778187081997369	80.0202372022921	"same"
"GO:1903955"	"positive regulation of protein targeting to mitochondrion"	"GOTERM_BP_DIRECT"	4	1.79372197309417	0.0961142831913824	214	86	16792	3.64964138230819	1	0.777211907853712	80.3405698966173	"same"
"GO:0071013"	"catalytic step 2 spliceosome"	"GOTERM_CC_DIRECT"	4	1.79372197309417	0.0971170624734048	218	92	18224	3.63462305544475	0.999999999999998	0.562756937179581	74.9996885308234	"same"
"GO:0005829"	"cytosol"	"GOTERM_CC_DIRECT"	213	41.3592233009709	2.09957094102254e-37	501	3315	18224	2.33723322585598	9.70001774752415e-35	9.70001774752415e-35	2.98985339447529e-34	"diff"
"GO:0044822"	"poly(A) RNA binding"	"GOTERM_MF_DIRECT"	85	16.504854368932	1.04094156440857e-15	493	1129	16881	2.57796035551755	7.13429315624126e-13	7.13429315624126e-13	1.50990331349021e-12	"diff"
"GO:0005737"	"cytoplasm"	"GOTERM_CC_DIRECT"	227	44.0776699029126	1.2035285045426e-15	501	5222	18224	1.58122972744668	5.64215341114505e-13	2.82107670557252e-13	1.7430501486615e-12	"diff"
"GO:0070062"	"extracellular exosome"	"GOTERM_CC_DIRECT"	147	28.5436893203883	1.82819958586611e-15	501	2811	18224	1.90222756195187	8.20676859802916e-13	2.73558953267639e-13	2.53130849614536e-12	"diff"
"GO:0019083"	"viral transcription"	"GOTERM_BP_DIRECT"	25	4.85436893203883	1.44447994630541e-14	493	112	16792	7.60286873370038	3.3975044999579e-11	3.3975044999579e-11	2.52908805009611e-11	"diff"
"GO:0005925"	"focal adhesion"	"GOTERM_CC_DIRECT"	43	8.3495145631068	3.9058025048844e-14	501	391	18224	4.00034713182331	1.80548909156641e-11	4.51372272891604e-12	5.56554802244591e-11	"diff"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"GOTERM_BP_DIRECT"	25	4.85436893203883	6.06645566178822e-14	493	119	16792	7.15564116112977	1.42695188998232e-10	7.1347594499116e-11	1.06203934535642e-10	"diff"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"GOTERM_BP_DIRECT"	22	4.27184466019417	2.7404765406041e-13	493	94	16792	7.97168874886712	6.45003161992008e-10	2.15001016989902e-10	4.80060435847918e-10	"diff"
"GO:0005515"	"protein binding"	"GOTERM_MF_DIRECT"	333	64.6601941747573	1.33814692873989e-12	493	8785	16881	1.29793731478029	9.55440393468621e-10	4.7772019673431e-10	2.02335925791886e-09	"diff"
"GO:0006413"	"translational initiation"	"GOTERM_BP_DIRECT"	25	4.85436893203883	1.54713852022007e-12	493	137	16792	6.2154839282806	3.64186347745488e-09	9.10465813852568e-10	2.71055400347109e-09	"diff"
"GO:0006364"	"rRNA processing"	"GOTERM_BP_DIRECT"	30	5.8252427184466	5.99401032838613e-12	493	214	16792	4.77488578415575	1.41098360773029e-08	2.82196721546057e-09	1.05016328966201e-08	"diff"
"GO:0016020"	"membrane"	"GOTERM_CC_DIRECT"	114	22.1359223300971	1.72444640902638e-11	501	2200	18224	1.88489929232444	7.96692578575176e-09	1.59338520155927e-09	2.45565900947042e-08	"diff"
"GO:0005840"	"ribosome"	"GOTERM_CC_DIRECT"	24	4.66019417475728	1.73921130445177e-10	501	166	18224	5.25907221701176	8.03515448621894e-08	1.33919245692837e-08	2.47668974218129e-07	"diff"
"GO:0005654"	"nucleoplasm"	"GOTERM_CC_DIRECT"	128	24.8543689320388	1.79467792412107e-09	501	2784	18224	1.6724252644137	8.29140875402423e-07	1.18448738595234e-07	2.55567641493926e-06	"diff"
"GO:0022625"	"cytosolic large ribosomal subunit"	"GOTERM_CC_DIRECT"	15	2.9126213592233	3.62434405710538e-09	501	68	18224	8.02395209580838	1.67444555088103e-06	2.09305847209684e-07	5.16117691917728e-06	"diff"
"GO:0006412"	"translation"	"GOTERM_BP_DIRECT"	28	5.4368932038835	7.17704748462999e-09	493	253	16792	3.7695804504165	1.68946271876802e-05	2.81579101957252e-06	1.25744016643559e-05	"diff"
"GO:0005730"	"nucleolus"	"GOTERM_CC_DIRECT"	55	10.6796116504854	1.07580218871883e-08	501	857	18224	2.33446758757863	4.97019380130137e-06	5.52244975637883e-07	1.53197519670023e-05	"diff"
"GO:0005913"	"cell-cell adherens junction"	"GOTERM_CC_DIRECT"	30	5.8252427184466	2.3703981763013e-08	501	323	18224	3.37850614560353	1.09511797463657e-05	1.0951233714307e-06	3.37551915308154e-05	"diff"
"GO:0098641"	"cadherin binding involved in cell-cell adhesion"	"GOTERM_MF_DIRECT"	29	5.63106796116505	3.04321357473863e-08	493	290	16881	3.42413793103448	2.1728309157476e-05	7.24282217756667e-06	4.60151706183076e-05	"diff"
"GO:0005524"	"ATP binding"	"GOTERM_MF_DIRECT"	82	15.9223300970874	3.05471007254071e-08	493	1495	16881	1.87812247722293	2.18103924098934e-05	5.45264269924406e-06	4.61890044434199e-05	"diff"
"GO:0098609"	"cell-cell adhesion"	"GOTERM_BP_DIRECT"	27	5.24271844660194	1.19603870977578e-07	493	271	16792	3.39351661265091	0.000281507898454048	4.02202667491025e-05	0.000209549360719041	"diff"
"GO:0003735"	"structural constituent of ribosome"	"GOTERM_MF_DIRECT"	24	4.66019417475728	1.48198642710125e-07	493	222	16881	3.70177073625349	0.00010580824063533	2.1162543814679e-05	0.000224084836697447	"diff"
"GO:0005634"	"nucleus"	"GOTERM_CC_DIRECT"	199	38.6407766990291	1.08182566054355e-06	501	5415	18224	1.33678202228968	0.0004996788444247	4.54356700868574e-05	0.0015405418769987	"diff"
"GO:0006695"	"cholesterol biosynthetic process"	"GOTERM_BP_DIRECT"	10	1.94174757281553	1.1310816730924e-06	493	38	16792	8.96338208604676	0.00265902627456882	0.000332765591778306	0.00198167048619524	"diff"
"GO:0042803"	"protein homodimerization activity"	"GOTERM_MF_DIRECT"	46	8.93203883495146	1.8405662938346e-06	493	730	16881	2.15767595654228	0.0013133024057983	0.000219003605740564	0.00278300841224377	"diff"
"GO:0003723"	"RNA binding"	"GOTERM_MF_DIRECT"	38	7.37864077669903	1.90367731711374e-06	493	547	16881	2.37874298682469	0.00135830356769195	0.000194156420371683	0.00287843347173133	"diff"
"GO:0043209"	"myelin sheath"	"GOTERM_CC_DIRECT"	15	2.9126213592233	7.81578709569243e-05	501	152	18224	3.58966277970375	0.0354661463413491	0.00300467253845826	0.11124163487306	"diff"
"GO:0015629"	"actin cytoskeleton"	"GOTERM_CC_DIRECT"	18	3.49514563106796	0.000113550697202489	501	218	18224	3.00346096797231	0.0511109509918607	0.00402751393791179	0.161578177297539	"diff"
"GO:0055114"	"oxidation-reduction process"	"GOTERM_BP_DIRECT"	35	6.79611650485437	0.000150999224436146	493	592	16792	2.01373279973686	0.29916234792407	0.0387278044882354	0.264225452387323	"diff"
"GO:0003924"	"GTPase activity"	"GOTERM_MF_DIRECT"	19	3.68932038834951	0.000180860817396485	493	234	16881	2.78028293545535	0.121154621335178	0.0160136833211603	0.273123272954712	"diff"
"GO:0004674"	"protein serine/threonine kinase activity"	"GOTERM_MF_DIRECT"	25	4.85436893203883	0.000290694082194266	493	376	16881	2.27668745414527	0.187456435299727	0.0228011174531892	0.438645590187459	"diff"
"GO:0022627"	"cytosolic small ribosomal subunit"	"GOTERM_CC_DIRECT"	8	1.55339805825243	0.000311817495465057	501	48	18224	6.06254158349967	0.134183379740587	0.0102388048600937	0.443122221327408	"diff"
"GO:0042405"	"nuclear inclusion body"	"GOTERM_CC_DIRECT"	5	0.970873786407767	0.000328682856411307	501	13	18224	13.9904805773069	0.140905576642764	0.0100740098194717	0.467037375573232	"diff"
"GO:0005783"	"endoplasmic reticulum"	"GOTERM_CC_DIRECT"	41	7.96116504854369	0.000385195934877234	501	828	18224	1.8011898907499	0.163053229046286	0.011063024971481	0.547134233284408	"diff"
"GO:0008299"	"isoprenoid biosynthetic process"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.000576752559227937	493	14	16792	12.1645899739206	0.742842668467691	0.126988647872413	1.00568808167825	"diff"
"GO:0005856"	"cytoskeleton"	"GOTERM_CC_DIRECT"	23	4.46601941747573	0.000628774752177501	501	371	18224	2.25506937607265	0.252174264015734	0.0169479922135293	0.891676914785366	"diff"
"GO:0030175"	"filopodium"	"GOTERM_CC_DIRECT"	9	1.74757281553398	0.000709278831282067	501	71	18224	4.61094711984482	0.279495116543871	0.0180464591974664	1.00530584700959	"diff"
"GO:0015935"	"small ribosomal subunit"	"GOTERM_CC_DIRECT"	6	1.16504854368932	0.000746210237741449	501	27	18224	8.08338877799956	0.291693111964155	0.017987718700453	1.05739280533864	"diff"
"GO:0005643"	"nuclear pore"	"GOTERM_CC_DIRECT"	9	1.74757281553398	0.0007791457570099	501	72	18224	4.54690618762475	0.302397376299501	0.0178441556655867	1.10382258686967	"diff"
"GO:0048471"	"perinuclear region of cytoplasm"	"GOTERM_CC_DIRECT"	32	6.21359223300971	0.00103718023814461	501	621	18224	1.8744089919999	0.380861286541535	0.0225711784464951	1.46687789931526	"diff"
"GO:0042802"	"identical protein binding"	"GOTERM_MF_DIRECT"	38	7.37864077669903	0.00125165186955448	493	749	16881	1.73721283550481	0.591081410225193	0.0855421646334394	1.87593779931373	"diff"
"GO:0007584"	"response to nutrient"	"GOTERM_BP_DIRECT"	9	1.74757281553398	0.00141973004516661	493	74	16792	4.14253604517296	0.96471929886763	0.26216725052173	2.45845244710388	"diff"
"GO:0042493"	"response to drug"	"GOTERM_BP_DIRECT"	20	3.88349514563107	0.00165449193109271	493	304	16792	2.24084552151169	0.979715524054771	0.277346157913	2.85944159850307	"diff"
"GO:0006541"	"glutamine metabolic process"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.00242824416330543	493	20	16792	8.51521298174442	0.996730237879678	0.356114069809397	4.17008672063408	"diff"
"GO:0007067"	"mitotic nuclear division"	"GOTERM_BP_DIRECT"	17	3.30097087378641	0.00273414142020202	493	248	16792	2.33481646273637	0.998411529494639	0.368941036689024	4.68362685532031	"diff"
"GO:0000922"	"spindle pole"	"GOTERM_CC_DIRECT"	10	1.94174757281553	0.00309166186632959	501	109	18224	3.33717885330257	0.760825131661898	0.0629564029116373	4.3136384844869	"diff"
"GO:0007568"	"aging"	"GOTERM_BP_DIRECT"	13	2.52427184466019	0.00345204941735009	493	165	16792	2.68358227303461	0.999708416044704	0.418810747181526	5.87867770295775	"diff"
"GO:0090316"	"positive regulation of intracellular protein transport"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.00350034859597683	493	22	16792	7.74110271067675	0.999739856058344	0.403032267312049	5.95856858962723	"diff"
"GO:0018105"	"peptidyl-serine phosphorylation"	"GOTERM_BP_DIRECT"	11	2.13592233009709	0.00374220725107348	493	125	16792	2.99735496957404	0.999853088464219	0.404978443156013	6.35766221496615	"diff"
"GO:0090398"	"cellular senescence"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.00414048044984184	493	23	16792	7.40453302760385	0.99994268366188	0.418768956334851	7.01137897962382	"diff"
"GO:0030855"	"epithelial cell differentiation"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.00433387139906319	493	70	16792	3.89266879165459	0.999963714933319	0.41614975099711	7.32725227020851	"diff"
"GO:0031965"	"nuclear membrane"	"GOTERM_CC_DIRECT"	15	2.9126213592233	0.00445618831904158	501	229	18224	2.38265826425751	0.872973529532449	0.0858049201483636	6.16190653046	"diff"
"GO:0015630"	"microtubule cytoskeleton"	"GOTERM_CC_DIRECT"	11	2.13592233009709	0.00454726700893236	501	137	18224	2.92064047088305	0.878230872180598	0.0839959725918525	6.28408421771633	"diff"
"GO:0051287"	"NAD binding"	"GOTERM_MF_DIRECT"	6	1.16504854368932	0.00467672006346028	493	38	16881	5.4065335753176	0.964810613305387	0.26234106220266	6.84269164964918	"diff"
"GO:0009055"	"electron carrier activity"	"GOTERM_MF_DIRECT"	9	1.74757281553398	0.00471992730979281	493	90	16881	3.42413793103448	0.965884599103385	0.245349484129488	6.90382032080863	"diff"
"GO:0005200"	"structural constituent of cytoskeleton"	"GOTERM_MF_DIRECT"	10	1.94174757281553	0.0048611079480165	493	110	16881	3.1128526645768	0.969170848403183	0.234815304895153	7.10329854536511	"diff"
"GO:0051984"	"positive regulation of chromosome segregation"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.00494281095099891	493	4	16792	25.5456389452333	0.999991404122429	0.44189680202322	8.31526250681345	"diff"
"GO:0002181"	"cytoplasmic translation"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0056482695136714	493	25	16792	6.81217038539554	0.999998381026419	0.470032164477967	9.44745596313745	"diff"
"GO:0005874"	"microtubule"	"GOTERM_CC_DIRECT"	18	3.49514563106796	0.00565230932631636	501	311	18224	2.10531990681017	0.92710789637912	0.0994512673905039	7.75470966234552	"diff"
"GO:0034975"	"protein folding in endoplasmic reticulum"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.00574242487225452	493	13	16792	10.4802621313777	0.999998704520256	0.460013117065076	9.59756524426384	"diff"
"GO:0045197"	"establishment or maintenance of epithelial cell apical/basal polarity"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.00574242487225452	493	13	16792	10.4802621313777	0.999998704520256	0.460013117065076	9.59756524426384	"diff"
"GO:0001889"	"liver development"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.00588930597280292	493	74	16792	3.68225426237597	0.999999085062637	0.453674089274691	9.83126528944402	"diff"
"GO:0005623"	"cell"	"GOTERM_CC_DIRECT"	9	1.74757281553398	0.00623798692800285	501	100	18224	3.27377245508982	0.944478020015139	0.105232522544441	8.52542003791165	"diff"
"GO:0005739"	"mitochondrion"	"GOTERM_CC_DIRECT"	53	10.2912621359223	0.00632604278698444	501	1331	18224	1.44845095683914	0.946705134634862	0.102901358800036	8.64077622417035	"diff"
"GO:0061621"	"canonical glycolysis"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.00652324514855259	493	26	16792	6.55016383211109	0.999999796178764	0.47371774568598	10.8333957217164	"diff"
"GO:0070373"	"negative regulation of ERK1 and ERK2 cascade"	"GOTERM_BP_DIRECT"	7	1.35922330097087	0.00684918731882163	493	58	16792	4.11079247394558	0.999999905857387	0.476458093821867	11.3445477223471	"diff"
"GO:0001516"	"prostaglandin biosynthetic process"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.00715124459411267	493	14	16792	9.73167197913648	0.999999953994755	0.477843988071564	11.8157749469115	"diff"
"GO:0019901"	"protein kinase binding"	"GOTERM_MF_DIRECT"	21	4.07766990291262	0.0072812551194612	493	376	16881	1.91241746148202	0.99458095396856	0.311129882781794	10.4613348714273	"diff"
"GO:0005813"	"centrosome"	"GOTERM_CC_DIRECT"	22	4.27184466019417	0.00728251153398794	501	426	18224	1.87853401178863	0.965844485034667	0.113612544051319	9.88509949844593	"diff"
"GO:0047485"	"protein N-terminus binding"	"GOTERM_MF_DIRECT"	9	1.74757281553398	0.00738374768381088	493	97	16881	3.17703519374333	0.994966077273932	0.297261463860597	10.6010131601006	"diff"
"GO:0043065"	"positive regulation of apoptotic process"	"GOTERM_BP_DIRECT"	18	3.49514563106796	0.0075118671017634	493	300	16792	2.04365111561866	0.999999980438169	0.481800907505824	12.3752744055552	"diff"
"GO:0005096"	"GTPase activator activity"	"GOTERM_MF_DIRECT"	17	3.30097087378641	0.00799715641260827	493	279	16881	2.0863922877271	0.996762403028515	0.301142027255471	11.432730966897	"diff"
"GO:0033591"	"response to L-ascorbic acid"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.00807852167203278	493	5	16792	20.4365111561866	0.999999994900229	0.494360381063961	13.2476717432996	"diff"
"GO:0031427"	"response to methotrexate"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.00807852167203278	493	5	16792	20.4365111561866	0.999999994900229	0.494360381063961	13.2476717432996	"diff"
"GO:0005789"	"endoplasmic reticulum membrane"	"GOTERM_CC_DIRECT"	37	7.18446601941748	0.00830237812437968	501	862	18224	1.56135061663216	0.978756622670671	0.124375199051931	11.1945294015591	"diff"
"GO:0005901"	"caveola"	"GOTERM_CC_DIRECT"	7	1.35922330097087	0.00871713590587197	501	65	18224	3.91733456164594	0.982489819141679	0.126137664669224	11.721968435175	"diff"
"GO:0030496"	"midbody"	"GOTERM_CC_DIRECT"	10	1.94174757281553	0.00922493606737257	501	129	18224	2.8197867830231	0.986180852843656	0.129005276764919	12.3637614486717	"diff"
"GO:0031941"	"filamentous actin"	"GOTERM_CC_DIRECT"	5	0.970873786407767	0.00979456548677799	501	31	18224	5.86697572596742	0.989405239265151	0.132470805997485	13.0785344779082	"diff"
"GO:1900006"	"positive regulation of dendrite development"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0105345120958944	493	16	16792	8.51521298174442	0.999999999985102	0.576688833408866	16.9350087912665	"diff"
"GO:0048488"	"synaptic vesicle endocytosis"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0105345120958944	493	16	16792	8.51521298174442	0.999999999985102	0.576688833408866	16.9350087912665	"diff"
"GO:0008536"	"Ran GTPase binding"	"GOTERM_MF_DIRECT"	5	0.970873786407767	0.0107139578043232	493	30	16881	5.70689655172414	0.999543097520094	0.363909322975329	15.0302975882278	"diff"
"GO:0007062"	"sister chromatid cohesion"	"GOTERM_BP_DIRECT"	9	1.74757281553398	0.0107698268095134	493	103	16792	2.97619094507572	0.999999999991489	0.572438008328148	17.2804348204931	"diff"
"GO:0007052"	"mitotic spindle organization"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0109081868885995	493	30	16792	5.67680865449628	0.999999999993877	0.565200076805216	17.4829052239764	"diff"
"GO:0005178"	"integrin binding"	"GOTERM_MF_DIRECT"	9	1.74757281553398	0.0116648879132235	493	105	16881	2.93497536945813	0.999770059026568	0.372133118190363	16.2569302934731	"diff"
"GO:0016628"	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"	"GOTERM_MF_DIRECT"	3	0.58252427184466	0.0117636534087433	493	6	16881	17.1206896551724	0.999785894644396	0.358974755202796	16.3833783646767	"diff"
"GO:0007049"	"cell cycle"	"GOTERM_BP_DIRECT"	14	2.71844660194175	0.0118463592969181	493	217	16792	2.19747431786953	0.999999999999344	0.583825517918904	18.8435107317842	"diff"
"GO:0008283"	"cell proliferation"	"GOTERM_BP_DIRECT"	20	3.88349514563107	0.0119006187636807	493	366	16792	1.86124873917911	0.999999999999424	0.574292387412327	18.9215510195412	"diff"
"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"GOTERM_MF_DIRECT"	4	0.776699029126214	0.0123408439638221	493	17	16881	8.05679513184584	0.999858920064541	0.358091298883295	17.1187886756596	"diff"
"GO:0043651"	"linoleic acid metabolic process"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0125178761331974	493	17	16792	8.01431810046534	0.999999999999868	0.581947820534746	19.8043729313929	"diff"
"GO:0008092"	"cytoskeletal protein binding"	"GOTERM_MF_DIRECT"	6	1.16504854368932	0.0125908741039509	493	48	16881	4.2801724137931	0.999882251427373	0.350016024136887	17.4354784133072	"diff"
"GO:0030529"	"intracellular ribonucleoprotein complex"	"GOTERM_CC_DIRECT"	10	1.94174757281553	0.0127616598970518	501	136	18224	2.67465069860279	0.997351682343004	0.164573621162037	16.7148145669551	"diff"
"GO:0007093"	"mitotic cell cycle checkpoint"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0136728561311896	493	32	16792	5.32200811359026	0.999999999999992	0.603841897198906	21.4319694150825	"diff"
"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0136728561311896	493	32	16792	5.32200811359026	0.999999999999992	0.603841897198906	21.4319694150825	"diff"
"GO:0004745"	"retinol dehydrogenase activity"	"GOTERM_MF_DIRECT"	4	0.776699029126214	0.0144939017579179	493	18	16881	7.60919540229885	0.999970300329628	0.377390155748984	19.8090929777744	"diff"
"GO:0006414"	"translational elongation"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0147001637995039	493	18	16792	7.56907820599504	0.999999999999999	0.620295700534946	22.8534293525222	"diff"
"GO:0043531"	"ADP binding"	"GOTERM_MF_DIRECT"	5	0.970873786407767	0.0149417660709377	493	33	16881	5.18808777429467	0.999978531556295	0.373335912569565	20.3583657118379	"diff"
"GO:0070059"	"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.015207241908827	493	33	16792	5.16073514045116	1	0.622785545550626	23.5460882266016	"diff"
"GO:0051015"	"actin filament binding"	"GOTERM_MF_DIRECT"	10	1.94174757281553	0.0152383576021933	493	132	16881	2.59404388714734	0.999982684998926	0.366712467101571	20.7201775057631	"diff"
"GO:0016032"	"viral process"	"GOTERM_BP_DIRECT"	17	3.30097087378641	0.0154289743326778	493	299	16792	1.93657017645024	1	0.618343570629199	23.847123980925	"diff"
